#{"t_start": 1775974238.6233823, "env_id": "None"}
r,l,t
-20.691695,3,3.44814
-31.732683,4,3.44914
-23.733658,3,3.450141
-26.174154,5,3.452139
-34.747705,6,3.45414
-30.988592,4,3.45514
-24.974935,3,3.456139
-20.136879,2,3.457139
-39.406035,3,3.458139
-47.561678,3,3.459139
-31.318814,2,3.459139
-34.036893,3,3.460139
-23.763105,2,3.461155
-39.314718,3,3.462155
-31.056938,3,3.463154
-52.781274,4,3.464155
-28.40958,4,3.468155
-39.964177,7,3.470155
-27.606932,4,3.471155
-48.861113,3,3.472155
-24.986757,2,3.472155
-23.834482,3,3.473154
-27.434133,3,3.474154
-46.874684,8,3.476687
-46.959282,3,3.477686
-28.352694,3,3.478686
-50.632809,3,3.479686
-40.301239,4,3.480687
-26.843848,3,3.481688
-24.970974,3,3.482687
-22.790218,4,3.483685
-46.550711,3,3.484686
-28.9034,2,3.485687
-24.996243,3,3.486686
-25.51646,3,3.487681
-28.420963,3,3.489679
-38.191515,3,3.490679
-25.721356,2,3.491679
-27.00091,2,3.492679
-26.827269,3,3.493679
-25.101631,2,3.494679
-27.593649,3,3.495679
-37.85927,3,3.496679
-22.165507,2,3.497679
-31.619243,3,3.498679
-50.479614,3,3.499681
-49.253035,3,3.500679
-47.686236,3,3.501679
-33.57655,3,3.502679
-38.153416,3,3.503679
-27.953246,3,3.50468
-31.841111,2,3.505679
-35.371481,4,3.506679
-35.558391,3,3.507679
-21.759909,3,3.508679
-33.826838,7,3.51079
-35.068464,4,3.511802
-36.97139,3,3.512784
-28.762626,2,3.513784
-27.79817,3,3.514749
-24.449504,2,3.515744
-41.181674,4,3.51679
-32.149534,4,3.518752
-46.675617,3,3.519751
-19.718642,2,3.520759
-46.73456,4,3.52175
37.093021,11,3.524768
-33.966572,3,3.525744
-41.90905,3,3.526747
-35.429131,3,3.527688
-43.407988,3,3.529428
-34.513991,3,3.530447
-56.444343,4,3.531446
-30.458247,2,3.531446
-27.31654,3,3.532446
-27.225415,3,3.533446
-27.919346,3,3.534446
-47.520346,3,3.535446
-47.967415,3,3.536446
-46.826029,3,3.537447
-52.475444,3,3.538446
-35.705298,3,3.539445
-31.630285,4,3.541446
-45.769848,4,3.542446
-34.454381,3,3.543445
-49.035289,4,3.544446
-40.774258,4,3.545447
-25.047324,3,3.546446
-32.347048,3,3.547446
-47.710566,6,3.549446
-38.871857,4,3.550446
-23.199393,3,3.551445
-49.348314,4,3.553447
-21.38529,3,3.554446
-29.349163,2,3.555447
-25.048442,3,3.556446
-37.172888,4,3.557446
-51.319001,3,3.558445
-46.681253,3,3.559445
-32.361075,4,3.560446
-51.774002,3,3.561461
-32.227575,5,3.563461
-50.223397,3,3.564461
-41.901115,5,3.565461
-46.31644,5,3.567456
-44.122512,5,3.569461
-35.901946,3,3.570463
-27.667929,3,3.571461
-31.853054,3,3.572461
-21.581038,2,3.573461
-20.411828,4,3.574463
-20.243895,2,3.574463
-40.263265,5,3.577996
-14.944326,5,3.579995
-45.058494,5,3.580996
-25.485087,3,3.581995
-24.071968,3,3.582995
-29.694755,2,3.583995
-29.257232,2,3.584996
-50.125181,3,3.585996
-22.155231,2,3.585996
-32.760631,4,3.587995
-51.802497,3,3.588995
-49.414499,3,3.589995
-20.702152,2,3.589995
-27.944634,3,3.590995
-32.672463,5,4.487226
-45.625786,3,4.489223
-50.63608,3,4.490223
-28.551055,2,4.491223
-45.211104,10,4.496223
-33.420917,2,4.497222
-21.843459,2,4.498222
-20.743399,2,4.499225
-37.284887,3,4.500224
-31.206574,3,4.502223
-22.023253,2,4.503222
-49.807085,3,4.504223
-39.525538,4,4.506223
-37.969432,3,4.508223
-50.39193,3,4.509223
-44.9232,4,4.511222
-26.304075,3,4.513222
-51.790685,3,4.514222
-24.398668,2,4.515223
-42.234246,6,4.518225
-48.554564,7,4.521224
-47.647027,4,4.522224
-43.988576,3,4.524226
-36.457674,5,4.525774
-25.950114,3,4.526784
-48.226651,3,4.527784
-26.26397,3,4.529784
-26.683927,3,4.530786
-34.693234,4,4.532784
-38.657782,3,4.533784
-37.006233,2,4.534784
-22.901726,3,4.535785
-27.302618,4,4.537785
-44.024761,4,4.539785
-30.684082,3,4.541785
-29.354837,3,4.542784
-30.990758,3,4.544784
-29.203089,3,4.545784
-26.185924,3,4.546783
-38.684431,3,4.548785
-44.975886,3,4.549784
-40.201806,3,4.551784
-38.768442,5,4.553783
-37.160839,4,4.554784
-46.032278,3,4.555783
-51.431291,3,4.557783
-38.202332,3,4.558781
-26.415736,4,4.561788
-40.01194,4,4.564786
-25.375661,3,4.56579
-34.602248,3,4.567789
-32.57119,3,4.569789
-35.875232,4,4.574789
-36.984257,5,4.580304
-31.646372,2,4.582307
-42.115441,6,4.588305
-49.172811,3,4.591304
-20.041709,2,4.592304
-50.70632,3,4.595307
-52.655232,3,4.596305
-22.902691,2,4.597304
-34.247415,4,4.600305
-30.592263,3,4.601304
-43.346077,3,4.602304
-24.921278,2,4.604304
-36.13351,3,4.60631
-35.858788,3,4.608306
-50.209185,3,4.610306
-38.336557,4,4.612304
-51.243415,3,4.613304
-21.881079,4,4.615304
-24.281842,3,4.617305
-26.286926,2,4.618304
-32.689271,3,4.619304
-35.24559,3,4.621305
-46.639118,3,4.622304
-42.570437,3,4.624304
-31.698673,4,4.626304
-33.894615,4,4.627304
-25.605085,3,4.629304
-26.940061,2,4.630304
-32.911906,4,4.631304
-55.918159,10,4.636306
-24.106957,2,4.638308
-44.27425,3,4.639307
-40.058391,3,4.641308
-26.089392,3,4.643307
-45.607215,4,4.645305
-25.848262,2,4.646304
-16.327711,5,4.648304
-46.52406,3,4.650306
-36.221989,3,4.652305
-25.577737,3,4.654305
-28.567981,2,4.655305
-35.080558,4,4.658305
-28.123364,4,4.661304
-40.301874,3,4.664308
15.189511,11,4.66931
-27.056714,2,4.670312
-31.267815,2,4.67131
-31.760464,3,4.673311
-24.653255,2,4.674311
-39.002906,3,4.675314
-47.535085,5,4.677422
-44.311765,3,4.67942
-49.731553,3,4.680421
-32.995248,3,4.681419
-28.359995,3,4.683419
-31.293362,3,4.687427
-41.445196,3,4.688427
-49.150107,4,4.689427
-36.566371,3,4.691427
-26.258686,4,4.692427
-48.827136,3,4.693426
-36.014042,3,4.695427
-39.311955,4,4.696426
-27.199978,3,4.697426
-35.800446,4,4.699426
-48.452007,3,4.700426
-23.545208,2,4.701428
-36.858845,6,4.703222
-38.371076,3,4.705235
-28.831709,2,4.705235
-38.926516,3,4.706235
-35.04533,3,4.708235
-28.226392,3,4.709235
-48.486995,4,4.710236
-41.589206,3,4.712235
-26.547713,2,4.712235
-26.59804,2,4.713236
-21.511269,2,4.714236
-48.719795,3,4.715235
-41.560175,3,4.716248
-38.556219,3,4.71724
-38.763597,6,4.720238
-44.792285,3,4.721248
-30.496049,4,4.72224
-27.626135,2,4.723236
-105.741305,11,4.727235
-47.346797,4,4.729235
-33.649853,4,4.730235
-26.877293,3,4.731235
-70.489899,7,4.734235
-41.565757,3,4.735235
-43.362209,4,4.737236
-35.784326,4,4.738235
-66.285757,5,4.740239
-25.313677,2,4.741235
-46.032658,3,4.742234
-36.814663,3,4.743235
-43.140772,3,4.744235
-34.622276,3,4.745235
-27.622511,3,4.746235
-37.329404,3,4.747235
-27.786931,3,4.749236
-41.648063,3,4.750236
-25.43501,2,4.751234
-45.93134,8,4.754236
-19.713472,3,4.755236
-38.457917,5,4.757235
-40.429413,4,4.759235
-33.84401,4,4.760235
-33.742151,7,4.762251
-43.61133,4,4.76425
-9.144548,11,4.76825
-26.473055,2,4.76825
-28.239159,3,4.770251
-43.289861,4,4.77125
-24.254262,3,4.772251
-32.266522,3,4.77325
-26.530002,4,4.77525
-27.348986,3,4.776251
-63.771704,4,4.777792
-32.208142,3,4.778792
-46.862301,4,4.779792
-56.549151,4,4.781792
-46.851158,3,4.782792
-34.348988,3,4.784788
-29.322069,2,4.785797
-44.690039,3,4.786794
-28.319097,2,4.787793
-23.006919,2,4.787793
-38.373504,3,4.788793
-20.222213,11,4.792792
-27.148375,2,4.793792
-36.360628,3,4.794792
-26.868571,3,4.797792
-20.729393,2,4.798792
-51.219674,3,4.799792
-22.540646,2,4.800793
-21.2358,2,4.801792
-24.380882,2,4.801792
-32.035227,4,4.803792
-46.555598,3,4.805792
-43.582657,3,4.806792
-38.529551,3,4.807792
-25.053631,2,4.808792
-23.379489,3,4.809793
-34.297587,4,4.811792
-41.368806,4,4.812793
-45.15144,3,4.813793
-27.881554,2,4.814792
-40.808978,3,4.816792
-28.426759,2,4.816792
-30.505153,3,4.818792
-29.578687,3,4.819792
-40.889913,5,4.821792
-49.913759,3,4.823792
-25.538175,3,4.824792
-38.67104,5,4.826792
-36.917425,4,4.828793
-41.833627,4,4.830793
-49.474734,3,4.831792
-32.315899,4,4.833791
-27.028504,4,4.834792
-23.633937,2,4.835792
-40.572176,3,4.836793
-31.216783,3,4.837792
-34.570651,3,4.838792
-42.043733,3,4.839792
-36.351128,4,4.841792
-44.339827,3,4.842792
-46.682298,3,4.843792
-26.393189,3,4.844793
-20.438386,2,4.845793
-31.484942,3,4.846792
-48.033872,3,4.847792
-46.749062,3,4.848792
-39.761416,5,4.850792
-23.955909,2,4.850792
-35.515926,4,4.852793
-38.081965,3,4.853793
-24.547687,3,4.854792
-41.876667,3,4.855792
-37.597724,4,4.857792
-50.120188,3,4.858792
-42.584302,3,4.859792
-21.959691,2,4.859792
-47.618952,3,4.860793
-20.780986,2,4.86181
-30.357091,4,4.862809
-38.492188,3,4.863809
-45.836779,4,4.865808
-39.704175,3,4.866809
-38.910891,3,4.867809
-28.969702,2,4.868809
-34.746252,4,4.86981
-29.895956,3,4.87081
-35.138075,3,4.871809
-36.553354,4,4.872809
-22.072924,2,4.873809
-48.922613,3,4.87481
-21.668768,3,4.876327
-42.26258,3,4.877346
-47.172188,3,4.878344
-31.362073,4,4.879344
-38.83015,3,4.880344
-20.162417,2,4.881345
-44.089068,4,4.882344
-20.903579,2,4.883344
-27.349966,3,4.884345
-29.509762,3,4.885345
-25.450751,3,4.886344
-21.578691,2,4.887345
-24.421146,3,4.888344
-27.616251,4,4.890345
-48.981085,3,4.890345
-36.662703,4,4.892346
-53.378001,5,4.893344
-34.089708,3,4.894344
-35.174333,3,4.895344
-40.226927,4,4.897344
-35.621951,3,4.898344
-44.581927,3,4.899344
-44.238841,4,4.900344
-32.643164,3,4.901345
-51.683236,3,4.902345
-37.639583,8,4.905345
-33.566019,6,4.909344
-32.182542,4,4.910344
-45.740983,3,4.911344
-35.571181,4,4.912344
-28.062335,2,4.913344
-34.774357,6,4.915344
-23.926868,4,4.916344
-40.039095,3,4.917344
-46.272343,3,4.918344
-31.776543,4,4.920346
-58.635553,3,4.921353
-59.972273,3,4.922346
-44.454386,3,4.923346
-28.88496,3,4.924344
-37.609864,3,4.925344
-38.19288,3,4.926344
-47.197199,3,4.927344
-21.939449,2,4.928344
-49.276785,3,4.929344
-35.681576,3,4.930344
-37.029557,3,4.931344
-52.132968,3,4.932344
-39.980909,6,4.934344
-47.818876,9,4.937345
-47.973465,3,4.938344
-32.881177,3,4.939345
-38.920476,3,4.940344
-32.127922,3,4.941344
-20.330821,2,4.942345
-24.170967,2,4.942345
-50.770992,4,4.944344
-30.826565,4,4.945344
-35.088673,4,4.946344
-31.352059,5,4.948344
-44.411665,3,4.949344
-29.551889,2,4.949344
-23.801759,3,4.950345
-35.819951,3,4.951344
-41.015458,3,4.952344
-30.959336,3,4.954339
-33.884839,3,4.955338
-41.724206,4,4.956337
-33.713532,3,4.957338
-38.589768,8,4.959338
-44.160382,5,4.961338
-40.211447,3,4.962343
-52.572536,4,4.963343
-50.184246,3,4.964343
-33.382416,3,4.965343
-31.51432,2,4.966343
-43.147253,4,4.967344
-28.011247,3,4.968343
-33.077447,3,4.969344
-19.305844,7,4.971343
-32.384012,3,4.972343
-26.513255,5,4.974343
-37.587615,3,4.975343
-24.740655,2,4.975343
-33.172462,3,4.976851
-35.832749,3,4.977858
-51.101384,3,4.978858
-28.997785,3,4.979858
-57.841539,7,4.981858
-48.944514,3,4.982858
-29.78616,2,4.982858
-37.252517,3,4.983858
-24.228041,3,4.984858
-25.960125,3,4.985858
-47.0755,3,4.986858
-42.622013,3,4.987858
-23.548913,2,4.988858
-21.875301,2,4.989857
-45.94692,3,4.990858
-42.04253,4,4.991858
-34.894685,3,4.992858
-21.030875,3,4.993858
-26.145553,2,4.993858
-44.066964,5,4.995857
-36.502794,3,4.996858
-36.428887,3,4.997858
-22.720823,2,4.998857
-57.79475,9,5.000858
-31.310411,3,5.002858
-18.838875,7,5.004858
-33.664383,3,5.005857
-24.242787,3,5.006858
15.107411,11,5.009857
-50.615663,3,5.010858
-21.878113,3,5.011857
-22.92414,7,5.013857
-21.124831,2,5.016858
-44.734964,6,5.018857
-51.081501,3,5.019857
-25.398252,2,5.020858
-42.097626,3,5.021858
-20.969211,2,5.021858
-36.374322,4,5.022857
-20.52493,2,5.023857
-33.370604,3,5.024857
-51.445749,3,5.025857
-42.746163,3,5.026857
-42.65877,3,5.027857
-20.727758,2,5.028857
-37.093687,4,5.029857
-22.554971,3,5.030857
-54.3581,7,5.032999
-32.050997,3,5.033964
-35.681885,3,5.034957
-41.56815,3,5.035957
-47.294358,3,5.036966
-32.543688,8,5.039962
-28.434667,3,5.040968
-43.457119,3,5.041961
-44.246219,4,5.042969
-42.651843,3,5.043959
-49.653049,3,5.044964
-51.358024,7,5.046958
-26.589283,2,5.046958
-43.483782,3,5.048859
-45.982464,5,5.049858
-40.454828,3,5.050857
-48.388425,3,5.051857
-35.376361,3,5.052857
-44.667894,3,5.054858
-32.886733,3,5.055961
-44.037733,5,5.05696
-30.772202,2,5.057961
-29.653546,3,5.058965
-20.544977,2,5.059961
-40.819455,3,5.059961
-55.80421,3,5.06096
-26.401972,2,5.062069
-28.52797,3,5.063069
-36.273833,3,5.064074
-25.472799,3,5.065106
-36.493377,3,5.066044
-34.181002,3,5.067073
-48.015736,4,5.068077
-31.835935,5,5.070039
-44.993918,3,5.070977
-49.190386,4,5.071975
-30.798939,2,5.072975
-26.929892,3,5.073974
-40.127461,3,5.074974
-61.567984,11,5.078507
-51.612106,3,5.079507
-48.780593,5,5.080506
-21.622127,3,5.081506
-37.547022,4,5.083505
-39.259589,3,5.084506
-40.860999,3,5.084506
-41.167489,3,5.085508
-38.370976,3,5.087506
-36.324302,4,5.088506
-45.995169,4,5.089505
-33.415855,3,5.090506
-39.402951,4,5.091506
-42.222574,3,5.092506
-26.066728,3,5.093506
-36.744347,2,5.094506
-47.556897,3,5.095507
-23.982616,2,5.095507
-46.891136,3,5.096506
-40.522024,3,5.097506
-38.103404,3,5.098506
-46.967426,3,5.099506
-31.113861,3,5.100508
-37.953158,3,5.101506
-34.885478,3,5.102506
-39.500842,4,5.103506
-37.597101,4,5.10551
-31.279952,3,5.106506
-32.300827,5,5.107506
-27.863133,3,5.108506
-56.73646,9,5.111507
-35.22502,3,5.112506
-30.092996,3,5.112506
-38.152894,3,5.113506
-23.187792,3,5.115507
-38.529,4,5.116507
-26.72519,2,5.117507
-35.95816,5,5.118506
-62.82871,8,5.121506
-51.445606,3,5.122506
-37.097663,3,5.123506
-38.616208,3,5.124506
-37.352753,3,5.125505
-35.445336,4,5.128506
-37.997986,6,5.130507
-45.893186,3,5.131505
-29.424674,3,5.132506
-38.950851,3,5.133506
-53.074923,3,5.134506
-26.810326,2,5.135506
-60.123819,4,5.136506
-24.614236,2,5.137507
-27.679392,4,5.138506
-31.933931,3,5.139506
-22.879402,3,5.140506
-27.724016,4,5.141506
-20.575316,2,5.142506
-21.589637,2,5.142506
-26.89818,3,5.143513
-41.391411,4,5.145507
-31.438075,3,5.146506
-32.153899,3,5.147506
-47.284421,3,5.147506
-32.302506,3,5.149506
-44.93986,3,5.150506
-34.358829,4,5.151506
-21.22257,2,5.151506
-42.201216,4,5.153506
-42.305639,4,5.154507
-173.845487,11,5.157506
-43.851124,3,5.159507
-43.880272,3,5.160507
-32.567817,4,5.161506
-39.078376,5,5.162523
-60.541104,6,5.164522
-27.802154,4,5.165522
-33.057684,4,5.167521
-43.91781,3,5.168522
-22.66488,2,5.168522
-24.221178,3,5.169522
-37.731796,3,5.170522
-40.75091,4,5.171522
-34.871295,3,5.172522
-47.624787,6,5.175134
-27.397629,3,5.175134
-43.056061,5,5.177691
-28.445086,3,5.177691
-46.167696,3,5.17869
-26.687101,3,5.179691
-24.836115,3,5.18069
-45.799903,5,5.18269
-23.774415,2,5.18269
-23.563388,2,5.18369
-33.265208,3,5.18469
-26.729722,2,5.18569
-24.958168,4,5.186691
-21.950149,2,5.18769
-55.931966,6,5.18969
-49.121292,8,5.191691
-57.226275,4,5.19269
-22.636681,2,5.19369
-36.642877,3,5.19469
-45.891977,3,5.195689
-23.085147,2,5.195689
-21.996529,3,5.19669
-37.452783,3,5.19769
-41.715589,6,5.19969
-21.192414,2,5.20069
-42.615956,3,5.20069
-66.332293,11,5.20469
-45.969546,4,5.206691
-33.831839,2,5.20769
-47.793936,3,5.20869
-45.56424,3,5.20969
-34.393224,2,5.21069
-41.743409,3,5.211689
-47.487077,4,5.21369
-24.804286,3,5.21469
-39.213086,4,5.215691
-30.106329,4,5.217689
-28.639633,5,5.218689
-41.504418,4,5.220691
-49.118118,3,5.221684
1.527259,11,5.22469
-29.587599,4,5.22669
-40.564654,3,5.22669
-92.159163,5,5.22869
-26.314486,3,5.22969
-33.818704,3,5.23069
-34.649799,3,5.23169
-40.198471,3,5.23269
-43.762978,5,5.23469
-36.621313,3,5.235691
-51.655584,3,5.23869
-46.013997,3,5.23969
-29.260565,3,5.24069
-35.676942,6,5.24369
-21.22505,2,5.244689
-34.215507,3,5.24569
-33.329537,3,5.24669
-39.575911,3,5.24769
-40.290829,3,5.24869
-37.565211,3,5.249691
-33.831258,3,5.25069
-23.234817,3,5.25169
-21.208702,2,5.252691
-48.860589,4,5.253691
-41.595304,3,5.25469
-43.14025,7,5.25669
-29.578746,2,5.257689
-23.828956,3,5.258689
-39.257649,3,5.259689
-33.879209,3,5.260689
-23.992042,3,5.261689
-50.2018,4,5.262705
-42.475149,3,5.263705
-20.85941,3,5.264704
-31.332177,3,5.265706
-66.512187,4,5.267704
-33.829788,4,5.268704
-29.158089,3,5.269706
-36.479713,4,5.270705
-36.019748,6,5.272705
-43.892813,3,5.273705
-81.736156,6,6.202629
-50.242193,3,6.205633
-44.226851,3,6.209633
-20.067317,2,6.211632
-27.593644,3,6.214628
-27.12378,3,6.218629
-48.037474,4,6.22263
-30.491392,3,6.225632
-56.882624,6,6.231627
-33.750996,3,6.236627
-49.113244,3,6.239627
-50.738879,3,6.242628
-31.519182,4,6.245626
-22.686206,2,6.247627
-31.036618,5,6.250628
-45.593184,3,6.25363
-41.426833,3,6.255628
-36.594874,3,6.258627
-61.949124,3,6.260627
-30.678589,3,6.262632
-20.973508,2,6.264631
-21.685704,3,6.266634
-68.74618,4,6.269632
-45.023624,3,6.270632
-29.434991,2,6.271631
-25.10148,2,6.273631
-29.898948,3,6.274631
-37.773468,3,6.275631
-143.158364,5,6.279139
-40.53287,3,6.280139
-33.562252,3,6.28214
-29.160995,4,6.284142
-34.494305,2,6.285142
-36.194749,3,6.28714
-67.503835,4,6.289139
-28.049708,2,6.290139
-32.007268,3,6.291139
-51.91893,3,6.293139
-53.240759,3,6.294139
-36.876297,3,6.295139
-50.222552,3,6.297139
-27.964729,3,6.29814
-36.311993,3,6.30014
-26.195563,3,6.301139
-29.267866,3,6.303139
-28.18033,3,6.305139
-39.836119,4,6.30614
-30.633561,2,6.307139
-44.964113,3,6.309144
-24.304642,2,6.310142
-30.9361,2,6.311142
-33.794078,3,6.312142
-39.58473,3,6.314143
-30.257667,3,6.315142
-28.350643,4,6.31814
-47.830874,3,6.319139
-46.669455,3,6.32114
-37.043137,3,6.322139
-30.455918,3,6.323139
-21.608787,2,6.324139
-23.868936,2,6.325139
-40.513401,3,6.327139
-28.027492,3,6.328139
-56.4563,6,6.331139
-47.521933,5,6.333141
-23.963836,2,6.334142
-26.876788,6,6.33714
-52.079782,4,6.339139
-49.453696,3,6.340139
-45.909028,4,6.342139
-30.657374,3,6.343139
-36.261463,3,6.344139
-36.366618,3,6.348139
-41.82658,3,6.350143
-46.466527,3,6.351141
-38.078836,3,6.353142
-19.634908,2,6.35414
-47.653096,3,6.355139
-25.59865,6,6.358139
-22.421312,2,6.359139
-22.710662,2,6.36014
-44.064592,6,6.363153
-44.999564,3,6.364151
-28.774849,4,6.366151
-41.420533,3,6.367152
-24.862961,3,6.369149
-42.05144,3,6.370151
-22.978684,2,6.37115
-19.265752,2,6.372149
-44.857032,3,6.374151
-33.724031,3,6.375149
-30.681297,4,6.377656
-22.781475,2,6.378664
-37.610364,4,6.379663
-49.311468,3,6.381663
-42.167638,3,6.384665
-19.881687,2,6.386664
-32.317412,3,6.388664
-46.24292,3,6.391664
-24.065588,3,6.394664
-46.740545,3,6.396663
-26.656055,2,6.396663
-24.495347,2,6.397667
-46.941806,3,6.399675
-43.440526,4,6.400672
-48.131285,3,6.401672
-32.278461,3,6.403672
-36.231745,3,6.404682
-44.367769,3,6.405676
-24.641922,2,6.406672
-26.153512,3,6.407672
-32.7011,4,6.409673
-37.318104,5,6.411671
-44.825811,3,6.412671
-25.634999,2,6.413671
-33.583404,2,6.413671
-21.269197,2,6.414672
-23.514397,3,6.415665
-44.81653,4,6.417672
-33.42221,4,6.418671
-23.527975,2,6.42068
-27.96196,2,6.42068
-31.594611,3,6.422673
-38.737105,3,6.423672
-25.847982,4,6.424672
-23.070324,3,6.425673
-28.157735,2,6.426673
-26.95669,3,6.428672
-26.025037,3,6.429672
-26.4378,3,6.430671
-34.84042,2,6.431672
-23.372993,2,6.432672
-55.932057,4,6.433672
-20.80798,4,6.435673
-45.200051,3,6.436684
-42.648753,5,6.438673
-28.608839,3,6.440672
-43.81613,3,6.441674
-23.846069,2,6.442672
-26.806961,4,6.443672
-52.880913,9,6.446671
-39.057136,3,6.447671
-43.659821,3,6.449671
-58.223089,3,6.450673
-23.53178,3,6.451672
-49.381041,9,6.455672
-26.873211,2,6.455672
-34.612316,4,6.459675
-41.205813,4,6.461672
-33.214318,3,6.462689
-28.919241,3,6.464688
-33.796181,3,6.465682
-28.193047,3,6.467682
-26.7145,2,6.468682
-44.876248,3,6.469682
-20.506541,2,6.470682
-37.475956,3,6.471682
-62.137814,4,6.473694
-26.225414,2,6.473694
-52.07276,4,6.475688
-43.378599,3,6.475688
-49.10491,3,6.477203
-31.620311,3,6.478221
-30.087944,2,6.47922
-26.184754,2,6.480221
-41.783324,3,6.481221
-40.61281,4,6.483214
-40.48838,4,6.484214
-37.154254,4,6.485214
-39.122273,3,6.486214
-44.226639,4,6.488214
-36.88814,8,6.491214
-28.050121,4,6.492214
-29.256211,2,6.493214
-66.40331,7,6.495214
-45.280077,4,6.496214
-20.804616,2,6.497214
-49.544854,4,6.499213
-43.542225,3,6.500214
-50.859657,3,6.501214
-28.915735,3,6.502214
-60.793895,4,6.503214
-32.863833,3,6.504214
-44.837403,3,6.505214
-41.287784,3,6.506214
-41.461234,3,6.507214
-42.352088,4,6.509214
-43.806319,4,6.510323
-41.216776,4,6.511318
-43.952149,3,6.512319
-33.577409,3,6.513344
-41.131771,3,6.51432
-29.443932,3,6.515315
-44.510396,10,6.51932
-39.548963,3,6.5206
-40.68214,3,6.521719
-34.745083,3,6.522715
-50.722593,8,6.524703
-24.283268,3,6.525704
-45.288852,4,6.527704
-29.772731,3,6.528718
-35.339664,4,6.529703
-44.893126,3,6.530706
-31.122415,5,6.532707
-59.594447,4,6.533709
-30.893977,3,6.534616
-24.051249,4,6.536617
-28.182671,4,6.538613
-51.008055,3,6.540614
-33.054718,3,6.541613
-66.785296,7,6.544613
-37.378396,5,6.546613
-34.627602,3,6.548612
-38.039309,3,6.549613
-23.552877,4,6.550613
-36.690501,4,6.552613
-25.490409,3,6.553613
-41.22421,4,6.555609
-40.559723,3,6.556607
-37.918071,3,6.557606
-28.858059,2,6.558606
-42.822089,4,6.559605
-31.262851,4,6.561612
-30.046171,2,6.561612
-19.764644,2,6.56263
-50.102292,3,6.564628
-30.829304,2,6.565629
-40.184305,3,6.566628
-44.164275,3,6.569623
-52.245001,5,6.571623
-30.764549,2,6.572622
-29.718872,3,6.573622
-48.917494,3,6.575622
-26.425402,4,6.577127
-37.568503,7,6.580134
-44.394953,3,6.581134
-47.137796,3,6.583245
-27.97761,5,6.58424
-37.028953,3,6.58524
-30.093415,2,6.586241
-24.081285,3,6.587257
-39.490502,6,6.589261
-36.787307,4,6.59127
-31.540301,3,6.592242
-68.266579,4,6.593234
-37.600144,6,6.595239
-35.927328,3,6.596241
-50.799286,3,6.597256
-27.549759,2,6.598238
-27.699201,3,6.59924
-40.318266,3,6.600145
-22.761083,3,6.601238
-39.540686,4,6.603143
-35.866127,3,6.604142
-33.450893,2,6.604142
-46.668109,3,6.605141
-44.072509,4,6.60714
-38.955078,3,6.60814
-27.422121,3,6.609141
-44.727494,4,6.61014
-37.017085,3,6.61114
-32.675179,3,6.61214
-37.888678,4,6.613141
-45.243744,3,6.615143
-44.0167,3,6.616143
-26.641592,2,6.616143
-41.88671,3,6.617141
-48.228048,3,6.618141
-41.014059,3,6.619142
-48.57119,7,6.622141
-47.164011,5,6.624141
-41.470048,4,6.625141
-46.632829,3,6.62614
-35.528463,3,6.627141
-22.549214,2,6.62814
-49.855889,3,6.62914
-35.813337,3,6.630142
-17.757052,4,6.632136
-43.768145,4,6.634135
-51.316866,3,6.635153
-25.950537,3,6.636143
-46.214303,4,6.637141
-27.860736,2,6.639141
-20.070129,2,6.640141
-30.662284,3,6.641141
-56.840224,4,6.643141
-20.865581,3,6.644141
-33.977208,3,6.645142
-36.56142,4,6.647141
-23.383597,3,6.648142
-24.611477,3,6.649141
-25.070828,2,6.65014
-33.682366,3,6.65114
-35.243911,3,6.65214
-23.620345,2,6.65314
-24.573675,2,6.654141
